date,compound_score,positive_score,neutral_score,negative_score
2023-11-12,-0.12514,0.0624,0.8222,0.115
2023-11-13,-0.1821,0.1022,0.727,0.1708
2023-11-14,-0.05064,0.097,0.7622,0.1408
2023-11-15,0.30128,0.2246,0.7238,0.0516
2023-11-16,0.191,0.177,0.7426,0.0804
2023-11-17,0.03288,0.1194,0.789,0.0914
2023-11-18,-0.09534,0,0.9526,0.0474
2023-11-19,-0.07298,0.15,0.6964,0.1536
2023-11-20,0.05012,0.0956,0.7916,0.1128
2023-11-21,-0.12854,0.0526,0.817,0.1308
2023-11-22,0.25976,0.1472,0.8194,0.0334
2023-11-23,0.11464,0.114,0.804,0.0818
2023-11-24,-0.02286,0.0496,0.8726,0.0778
2023-11-25,0.19092,0.1866,0.7264,0.087
2023-11-26,0.13082,0.1556,0.7488,0.0956
2023-11-27,-0.11384,0.0154,0.9296,0.055
2023-11-28,0.17332,0.184,0.7468,0.0694
2023-11-29,0.31124,0.1346,0.8654,0
2023-11-30,-0.0331,0.0734,0.8496,0.0772
2023-12-01,0.48014,0.207,0.793,0
2023-12-02,0.2433,0.2102,0.7084,0.0814
2023-12-03,0.05586,0.1032,0.788,0.1088
2023-12-04,0.0607,0.0558,0.8984,0.046
2023-12-05,0.39428,0.2472,0.6914,0.0614
2023-12-06,0.25054,0.164,0.7656,0.0704
2023-12-07,0.33988,0.2164,0.7512,0.0324
2023-12-08,0.21914,0.209,0.7192,0.0718
2023-12-09,0.00974,0.0342,0.9142,0.0516
2023-12-10,0.16068,0.1182,0.8122,0.0698
2023-12-11,0.03456,0.0816,0.8472,0.0712
2023-12-12,0.01972,0.0776,0.8792,0.0432
2023-12-13,0.13274,0.0764,0.9016,0.0218
2023-12-14,0.15976,0.0914,0.9086,0
2023-12-15,0.10596,0.103,0.8178,0.0792
2023-12-16,0.40736,0.1962,0.7818,0.022
2023-12-17,0.06492,0.0802,0.8634,0.056
2023-12-18,-0.04286,0.103,0.7786,0.1184
2023-12-19,0.19256,0.1264,0.838,0.0356
2023-12-20,0.25714,0.164,0.8062,0.0298
2023-12-21,0.18408,0.117,0.832,0.051
2023-12-22,0.24946,0.1708,0.7208,0.1084
2023-12-23,0.02088,0.0952,0.7994,0.1054
2023-12-24,0.19858,0.0838,0.9162,0
2023-12-25,0.3078,0.175,0.8028,0.0222
2023-12-26,0.2021,0.1424,0.7702,0.0874
2023-12-27,-0.105,0.0364,0.819,0.1446
2023-12-28,0.02044,0.0608,0.9056,0.0336
2023-12-29,-0.15884,0.0384,0.815,0.1468
2023-12-30,0.01226,0.1192,0.795,0.0858
2023-12-31,-0.00512,0.0422,0.9152,0.0426
2024-01-01,-0.04748,0.0518,0.8558,0.0924
2024-01-02,0.26848,0.1528,0.8472,0
2024-01-03,0.01584,0.0344,0.9424,0.0232
2024-01-04,0.16322,0.1118,0.8568,0.0314
2024-01-05,0.00512,0.1138,0.7912,0.095
2024-01-06,0.07636,0.0788,0.9212,0
2024-01-07,0.30086,0.2128,0.7166,0.0706
2024-01-08,0.21064,0.1534,0.735,0.1116
2024-01-09,-0.0771,0.0946,0.8058,0.0996
2024-01-10,-0.11714,0.0308,0.861,0.1082
2024-01-11,0.10846,0.0764,0.887,0.0366
2024-01-12,0.07972,0.0818,0.8848,0.0334
2024-01-13,-0.12458,0.0956,0.813,0.0914
2024-01-14,-0.00406,0.0374,0.8838,0.0788
2024-01-15,0,0,1,0
2024-01-16,-0.00516,0.0284,0.9344,0.0372
2024-01-17,-0.09858,0.097,0.7642,0.1388
2024-01-18,-0.29774,0.055,0.7194,0.2256
2024-01-19,-0.07652,0.0574,0.8604,0.0822
2024-01-20,0.48312,0.2966,0.7034,0
2024-01-21,0.2294,0.1244,0.8426,0.033
2024-01-22,-0.19558,0,0.8998,0.1002
2024-01-23,0.27516,0.1608,0.7926,0.0466
2024-01-24,0.11156,0.0914,0.8436,0.065
2024-01-25,0.09272,0.0956,0.8424,0.062
2024-01-26,-0.25236,0,0.8522,0.1478
2024-01-27,-0.14328,0.0584,0.8558,0.0858
2024-01-28,-0.04526,0,0.9776,0.0224
2024-01-29,0.4277,0.1904,0.787,0.0226
2024-01-30,0.16678,0.1182,0.8534,0.0284
2024-01-31,0.10116,0.1644,0.7422,0.0934
2024-02-01,-0.31522,0,0.779,0.221
2024-02-02,0.2155,0.176,0.7686,0.0552
2024-02-03,0,0,1,0
2024-02-04,0.05704,0.1174,0.8308,0.0518
2024-02-05,-0.01902,0.0832,0.8286,0.0884
2024-02-06,-0.06768,0.049,0.8752,0.0758
2024-02-07,-0.1076,0.1396,0.7316,0.1288
2024-02-08,0.04214,0.1254,0.7034,0.171
2024-02-09,0.25252,0.133,0.8372,0.0298
2024-02-10,-0.02216,0.1012,0.8002,0.0984
2024-02-11,0.24528,0.1662,0.8036,0.0302
2024-02-12,0.49648,0.252,0.731,0.0168
2024-02-13,0.57958,0.2688,0.6544,0.0768
2024-02-14,0.27118,0.2198,0.6692,0.111
2024-02-15,0.13258,0.0794,0.894,0.0266
2024-02-16,0.28834,0.1746,0.8254,0
2024-02-17,0.05382,0.0466,0.8942,0.0592
2024-02-18,0.0951,0.1042,0.8632,0.0326
2024-02-19,-0.12324,0.055,0.7928,0.1522
2024-02-20,0.20824,0.1376,0.8182,0.0442
2024-02-21,0.44206,0.2324,0.7266,0.041
2024-02-22,0.21682,0.0986,0.9014,0
2024-02-23,0.35782,0.1888,0.8112,0
2024-02-24,0.44352,0.2208,0.7404,0.0388
2024-02-25,0.49322,0.2398,0.7602,0
2024-02-26,0.63472,0.3526,0.6474,0
2024-02-27,0.06422,0.2048,0.642,0.153
2024-02-28,0.11466,0.159,0.6738,0.1672
2024-02-29,0.136,0.0676,0.9324,0
2024-03-01,0.35802,0.2276,0.7212,0.0512
2024-03-02,0.03718,0.0798,0.8378,0.0824
2024-03-03,0.28298,0.2086,0.7474,0.044
2024-03-04,0.15976,0.0548,0.9452,0
2024-03-05,0.03322,0.049,0.9014,0.0496
2024-03-06,0.14846,0.1064,0.8392,0.0542
2024-03-07,0.53558,0.3052,0.6754,0.0194
2024-03-08,0.43498,0.2448,0.716,0.0392
2024-03-09,0.22058,0.1464,0.7756,0.0778
2024-03-10,0.01014,0.1152,0.7802,0.105
2024-03-11,0,0,1,0
2024-03-12,0.1004,0.1158,0.826,0.0582
2024-03-13,0,0,1,0
2024-03-14,0.26646,0.1762,0.7648,0.059
2024-03-15,0.04442,0.039,0.932,0.029
2024-03-16,0.23664,0.1638,0.8074,0.0288
2024-03-17,-0.06582,0.0268,0.9286,0.0446
2024-03-18,0.09494,0.0858,0.8796,0.0348
2024-03-19,0.1118,0.0814,0.8908,0.0278
2024-03-20,0.14986,0.141,0.8052,0.0536
2024-03-21,-0.10318,0.0882,0.774,0.1378
2024-03-22,0.38552,0.2342,0.7062,0.0598
2024-03-23,0.35164,0.1542,0.8458,0
2024-03-24,-0.01206,0.0394,0.9068,0.0538
2024-03-25,0.1377,0.103,0.8278,0.0692
2024-03-26,0.1812,0.1422,0.7792,0.0786
2024-03-27,0.2588,0.1164,0.8836,0
2024-03-28,-0.05062,0.0182,0.9114,0.0704
2024-03-29,0.19524,0.1472,0.7628,0.09
2024-03-30,0.21968,0.2,0.7024,0.0978
2024-03-31,0.24686,0.1614,0.7894,0.049
2024-04-01,0.14442,0.104,0.8744,0.0216
2024-04-02,0.22802,0.1154,0.8846,0
2024-04-03,-0.06118,0,0.9536,0.0464
2024-04-04,0.47728,0.2354,0.7486,0.0158
2024-04-05,0.37068,0.2624,0.7138,0.0238
2024-04-06,0.35256,0.1992,0.7426,0.0582
2024-04-07,0.11874,0.1122,0.8556,0.0322
2024-04-08,0.03146,0.0594,0.8486,0.092
2024-04-09,0.19086,0.0906,0.8634,0.046
2024-04-10,-0.00454,0.0586,0.8492,0.0922
2024-04-11,0.1016,0.196,0.6408,0.1632
2024-04-12,-0.32128,0.105,0.6366,0.2582
2024-04-13,0.21926,0.1186,0.8302,0.051
2024-04-14,0.2855,0.1568,0.824,0.0192
2024-04-15,-0.09958,0.1728,0.6488,0.1784
2024-04-16,0.07354,0.1514,0.7372,0.1112
2024-04-17,-0.10168,0.098,0.756,0.146
2024-04-18,0.146,0.1416,0.786,0.0722
2024-04-19,0.55488,0.2014,0.7986,0
2024-04-20,-0.27986,0,0.8488,0.1512
2024-04-21,0.17196,0.2072,0.712,0.0806
2024-04-22,-0.16678,0,0.92,0.08
2024-04-23,0.0629,0.101,0.8066,0.0924
2024-04-24,-0.11112,0.098,0.7154,0.1864
2024-04-25,0.3451,0.1724,0.8276,0
2024-04-26,0.15304,0.175,0.775,0.05
2024-04-27,-0.1845,0.0218,0.896,0.0824
2024-04-28,-0.12962,0.041,0.8612,0.0978
2024-04-29,-0.0154,0.0522,0.8932,0.0546
2024-04-30,0.36746,0.1942,0.7588,0.0468
2024-05-01,-0.26324,0.0394,0.8376,0.123
2024-05-02,0.23536,0.1264,0.832,0.0416
2024-05-03,-0.07292,0.1144,0.6924,0.1932
2024-05-04,0.10996,0.1634,0.7984,0.0382
2024-05-05,0.24764,0.178,0.7736,0.0484
2024-05-06,0.22054,0.1592,0.7652,0.0756
2024-05-07,0.05724,0.1202,0.798,0.0816
2024-05-08,-0.09362,0.0398,0.877,0.0832
2024-05-09,0.49828,0.2908,0.6864,0.0228
2024-05-10,0.3245,0.217,0.7142,0.0688
2024-05-11,0.29746,0.1802,0.7904,0.0294
2024-05-12,0.39656,0.245,0.6984,0.0568
2024-05-13,0.14202,0.1704,0.7266,0.103
2024-05-14,0.0226,0.1024,0.7888,0.1088
2024-05-15,0.52942,0.2932,0.7068,0
2024-05-16,0.25584,0.125,0.875,0
2024-05-17,0.35522,0.1622,0.7996,0.038
2024-05-18,0.04078,0.0306,0.9478,0.0216
2024-05-19,0.03078,0.0484,0.9006,0.051
2024-05-20,-0.03898,0.1056,0.8172,0.0772
2024-05-21,0.4498,0.2652,0.7348,0
2024-05-22,0.16514,0.1052,0.837,0.0576
2024-05-23,0.26994,0.1286,0.8714,0
2024-05-24,-0.00464,0.1142,0.7954,0.0904
2024-05-25,-0.06166,0.1148,0.7776,0.1076
2024-05-26,0.31724,0.1976,0.7552,0.0472
2024-05-27,0.11988,0.058,0.942,0
2024-05-28,0.08808,0.0734,0.9266,0
2024-05-29,0,0,1,0
2024-05-30,-0.00752,0.0252,0.9236,0.0512
2024-05-31,0.21832,0.1512,0.8164,0.0324
2024-06-01,0.4492,0.2478,0.7522,0
2024-06-02,0.2878,0.1688,0.7646,0.0666
2024-06-03,-0.04304,0.0508,0.8526,0.0966
2024-06-04,-0.03792,0.0256,0.926,0.0484
2024-06-05,0.17204,0.1264,0.8514,0.0222
2024-06-06,-0.2816,0.0544,0.708,0.2376
2024-06-07,0.09606,0.1418,0.7348,0.1234
2024-06-08,-0.14258,0.0238,0.9218,0.0546
2024-06-09,-0.26164,0,0.8856,0.1144
2024-06-10,0.33066,0.1746,0.8084,0.017
2024-06-11,0.24834,0.1404,0.8596,0
2024-06-12,0.10846,0.0706,0.907,0.0224
2024-06-13,0.40844,0.1956,0.8044,0
2024-06-14,0.36202,0.258,0.6632,0.0788
2024-06-15,0.22366,0.126,0.874,0
2024-06-16,0.13092,0.091,0.8798,0.0294
2024-06-17,0.21086,0.1172,0.7788,0.1038
2024-06-18,0.05492,0.0986,0.8074,0.094
2024-06-19,0.16848,0.1196,0.8804,0
2024-06-20,0.21634,0.1608,0.7896,0.0496
2024-06-21,0.08106,0.08,0.8828,0.0372
2024-06-22,0.0702,0.1534,0.7004,0.1462
2024-06-23,0.47564,0.2078,0.7922,0
2024-06-24,0.43698,0.2014,0.7986,0
2024-06-25,0.00972,0.1162,0.7934,0.0904
2024-06-26,0.2596,0.1412,0.8588,0
2024-06-27,0.33934,0.1672,0.8328,0
2024-06-28,0.1933,0.1802,0.8198,0
2024-06-29,0.23494,0.14,0.8002,0.0598
